Date Confirmed Deaths Recovered Active
2020-11-10 923527 34943 850670 37914
2020-11-11 925431 34992 850670 39769
2020-11-12 928006 35031 853208 39767
2020-11-13 930237 35067 856023 39147
2020-11-14 932650 35106 858388 39156
2020-11-15 934899 35177 858388 41334
2020-11-16 937011 35231 865348 36432
2020-11-17 938268 35271 867306 35691
2020-11-18 939931 35317 867306 37308
2020-11-19 939931 35317 871534 33080
2020-11-20 943917 35446 871534 36937
2020-11-21 948081 35549 873970 38562
2020-11-22 948081 35549 879439 33093
2020-11-23 949670 35595 879439 34636
2020-11-24 950557 35641 882600 32316
2020-11-25 952439 35685 884747 32007
2020-11-26 952439 35685 887019 29735
2020-11-27 956347 35785 887019 33543
2020-11-28 960368 35879 888815 35674
2020-11-29 962530 35923 893061 33546
2020-11-30 962530 35923 893061 33546
2020-12-01 963605 35966 893061 34578
2020-12-02 963605 35966 896978 30661
